uid,is_strike
122428,0.10008227825164795
291855,0.9694839119911194
225539,0.9946925900876522
1410,0.0029250383377075195
256048,0.002164304256439209
192282,1.1444091796875e-4
157268,0.00121384859085083
56958,1.3947486877441406e-5
211402,0.08331161737442017
84564,1.633167266845703e-5
115575,3.897547721862793e-4
13562,1.480579376220703e-4
174089,0.0015499591827392578
67863,0.9944814331829548
284661,0.005118370056152344
132379,0.9596564806997776
270116,0.829364001750946
261810,0.9135123267769814
187570,0.9907365385442972
72856,0.9774719122797251
67639,0.00049686431884765625
57095,0.9541263170540333
127490,0.647542804479599
164259,0.8416516482830048
169748,0.043592631816864014
226396,6.861686706542969e-4
185449,5.590319633483887e-4
306263,2.6744604110717773e-4
274817,2.968311309814453e-5
33552,1.5270709991455078e-4
86614,0.6970515251159668
109749,0.9750701803714037
201283,0.09846049547195435
125498,0.1576901078224182
215167,0.00200808048248291
152367,4.2825937271118164e-4
281361,0.0018723607063293457
294234,0.9183838665485382
265461,1.9758939743041992e-4
116581,0.9884346909821033
36960,0.01788884401321411
300201,0.0037704110145568848
221969,0.8975370079278946
268683,0.00783395767211914
159307,7.95125961303711e-5
239408,0.5765185058116913
230756,0.07733327150344849
200998,4.06801700592041e-4
278690,2.1219253540039063e-05
270207,0.9916267553344369
310856,2.631545066833496e-4
114588,0.011040210723876953
240727,4.042983055114746e-4
151403,0.00363004207611084
86667,7.328391075134277e-4
170960,1.621246337890625e-5
196338,0.8025299906730652
96441,0.9036983400583267
262389,2.4455785751342773e-4
70608,1.823902130126953e-5
90927,0.08545494079589844
81376,3.1065940856933594e-4
53037,1.239776611328125e-5
296254,3.827810287475586e-4
245502,0.9853989779949188
69869,0.9754296895116568
205462,1.5282630920410156e-4
234487,0.0032636523246765137
252516,0.9354217499494553
75568,0.9930882095359266
98703,3.273487091064453e-4
204207,4.3255090713500977e-4
294807,0.9951136810705066
121682,0.3748507499694824
193167,0.9920678241178393
45291,0.9942546584643424
157694,0.05367809534072876
142415,2.3859739303588867e-4
53508,1.3899803161621094e-4
55406,0.026478171348571777
113071,0.01646977663040161
236904,0.9222870767116547
98299,0.08744359016418457
211497,0.9851862397044897
263597,0.004868745803833008
92557,0.9887584606185555
41206,0.5615725517272949
167909,0.4129013419151306
303543,8.230805397033691e-4
192791,0.0076032280921936035
100543,0.017963945865631104
105730,0.9943351843394339
179129,0.012515842914581299
257569,6.435513496398926e-4
83880,0.0028360486030578613
82793,3.641843795776367e-4
197873,0.9825011938810349
294222,0.002729475498199463
41989,0.06443291902542114
126122,2.77101993560791e-4
138379,0.8491204082965851
195373,0.235246479511261
133441,3.2317638397216797e-4
297802,0.9837348647415638
123673,0.37239885330200195
197678,0.5252342820167542
110995,6.325840950012207e-4
137355,0.011908769607543945
111201,5.137920379638672e-4
310684,0.03790843486785889
86057,4.006028175354004e-4
136880,0.8138805478811264
201903,0.9938872996717691
61180,0.9937573000788689
91743,3.5750865936279297e-4
280992,0.46578937768936157
147929,4.380345344543457e-4
217871,6.824731826782227e-4
297632,4.013180732727051e-4
227554,0.9575698524713516
266392,0.29673248529434204
7538,6.435513496398926e-4
186041,0.008934080600738525
19287,0.9892905727028847
815,1.5056133270263672e-4
93058,3.6907196044921875e-4
198540,0.9932730803266168
91774,0.9079503417015076
228382,0.9942158116027713
112961,2.682805061340332e-4
240248,0.9641649089753628
177400,3.731250762939453e-4
8407,0.025784194469451904
257751,0.023867428302764893
15376,1.735091209411621e-4
65032,0.00014352798461914063
119772,0.7294825613498688
271713,3.085136413574219e-4
228721,2.9140710830688477e-4
108423,8.553266525268555e-4
82807,0.003522336483001709
284558,0.9400971382856369
9251,0.013099253177642822
99513,0.04137951135635376
128235,8.997917175292969e-4
152814,3.3843517303466797e-4
204406,8.77082347869873e-4
48300,2.3823976516723633e-4
185941,0.8692745715379715
18707,0.009732067584991455
288265,7.765293121337891e-4
222230,0.015428304672241211
27983,0.9938671793788671
75853,0.6841958463191986
211550,3.0100345611572266e-4
101221,8.26120376586914e-5
75995,0.994302362203598
227926,0.005136311054229736
186177,0.05921494960784912
126409,0.1441708207130432
200303,3.006458282470703e-4
247330,2.7173757553100586e-4
161241,0.9922351483255625
88532,0.9899470144882798
296583,4.37319278717041e-4
298665,0.9869008092209697
295238,0.8890911266207695
302708,0.9890205319970846
244766,0.9930531862191856
142006,0.001530468463897705
150214,0.2054457664489746
